index,DatetimeEnd,Concentration,year,month,day,hour,season
1251,2019-02-22 07:00:00+01:00,39.5,2019,2,22,7,winter
1252,2019-02-22 08:00:00+01:00,48.5,2019,2,22,8,winter
1253,2019-02-22 09:00:00+01:00,53.0,2019,2,22,9,winter
1254,2019-02-22 10:00:00+01:00,48.5,2019,2,22,10,winter
1255,2019-02-22 11:00:00+01:00,45.0,2019,2,22,11,winter
1256,2019-02-22 12:00:00+01:00,49.0,2019,2,22,12,winter
1257,2019-02-22 13:00:00+01:00,50.5,2019,2,22,13,winter
1258,2019-02-22 14:00:00+01:00,55.0,2019,2,22,14,winter
1259,2019-02-22 15:00:00+01:00,53.5,2019,2,22,15,winter
1260,2019-02-22 16:00:00+01:00,51.5,2019,2,22,16,winter
1261,2019-02-22 17:00:00+01:00,39.5,2019,2,22,17,winter
1262,2019-02-22 18:00:00+01:00,51.5,2019,2,22,18,winter
1263,2019-02-22 19:00:00+01:00,48.0,2019,2,22,19,winter
1264,2019-02-22 20:00:00+01:00,53.5,2019,2,22,20,winter
1265,2019-02-22 21:00:00+01:00,52.5,2019,2,22,21,winter
1266,2019-02-22 22:00:00+01:00,53.5,2019,2,22,22,winter
1267,2019-02-22 23:00:00+01:00,50.5,2019,2,22,23,winter
1268,2019-02-23 00:00:00+01:00,50.5,2019,2,23,0,winter
1269,2019-02-23 01:00:00+01:00,52.0,2019,2,23,1,winter
1270,2019-02-23 02:00:00+01:00,48.0,2019,2,23,2,winter
1271,2019-02-23 03:00:00+01:00,47.0,2019,2,23,3,winter
1272,2019-02-23 04:00:00+01:00,45.5,2019,2,23,4,winter
1273,2019-02-23 05:00:00+01:00,48.0,2019,2,23,5,winter
1274,2019-02-23 06:00:00+01:00,39.5,2019,2,23,6,winter
1275,2019-02-23 07:00:00+01:00,47.0,2019,2,23,7,winter
1276,2019-02-23 08:00:00+01:00,59.5,2019,2,23,8,winter
1277,2019-02-23 09:00:00+01:00,57.0,2019,2,23,9,winter
1278,2019-02-23 10:00:00+01:00,41.0,2019,2,23,10,winter
1279,2019-02-23 11:00:00+01:00,25.0,2019,2,23,11,winter
1280,2019-02-23 12:00:00+01:00,35.0,2019,2,23,12,winter
1281,2019-02-23 13:00:00+01:00,24.5,2019,2,23,13,winter
1282,2019-02-23 14:00:00+01:00,22.5,2019,2,23,14,winter
1283,2019-02-23 15:00:00+01:00,27.0,2019,2,23,15,winter
1284,2019-02-23 16:00:00+01:00,32.5,2019,2,23,16,winter
1285,2019-02-23 17:00:00+01:00,27.0,2019,2,23,17,winter
1286,2019-02-23 18:00:00+01:00,33.5,2019,2,23,18,winter
1287,2019-02-23 19:00:00+01:00,52.0,2019,2,23,19,winter
1288,2019-02-23 20:00:00+01:00,61.5,2019,2,23,20,winter
1289,2019-02-23 21:00:00+01:00,55.5,2019,2,23,21,winter
1290,2019-02-23 22:00:00+01:00,67.5,2019,2,23,22,winter
1291,2019-02-23 23:00:00+01:00,68.0,2019,2,23,23,winter
1292,2019-02-24 00:00:00+01:00,73.5,2019,2,24,0,winter
1293,2019-02-24 01:00:00+01:00,72.5,2019,2,24,1,winter
1294,2019-02-24 02:00:00+01:00,70.5,2019,2,24,2,winter
1295,2019-02-24 03:00:00+01:00,61.0,2019,2,24,3,winter
1296,2019-02-24 04:00:00+01:00,65.0,2019,2,24,4,winter
1297,2019-02-24 05:00:00+01:00,65.5,2019,2,24,5,winter
1298,2019-02-24 06:00:00+01:00,69.5,2019,2,24,6,winter
1299,2019-02-24 07:00:00+01:00,66.0,2019,2,24,7,winter
1300,2019-02-24 08:00:00+01:00,65.5,2019,2,24,8,winter
1301,2019-02-24 09:00:00+01:00,59.0,2019,2,24,9,winter
1302,2019-02-24 10:00:00+01:00,58.5,2019,2,24,10,winter
1303,2019-02-24 11:00:00+01:00,65.0,2019,2,24,11,winter
1304,2019-02-24 12:00:00+01:00,62.0,2019,2,24,12,winter
1305,2019-02-24 13:00:00+01:00,51.0,2019,2,24,13,winter
1306,2019-02-24 14:00:00+01:00,44.5,2019,2,24,14,winter
1307,2019-02-24 15:00:00+01:00,44.0,2019,2,24,15,winter
1308,2019-02-24 16:00:00+01:00,45.5,2019,2,24,16,winter
1309,2019-02-24 17:00:00+01:00,55.5,2019,2,24,17,winter
1310,2019-02-24 18:00:00+01:00,58.0,2019,2,24,18,winter
1311,2019-02-24 19:00:00+01:00,99.5,2019,2,24,19,winter
1312,2019-02-24 20:00:00+01:00,116.5,2019,2,24,20,winter
1313,2019-02-24 21:00:00+01:00,109.5,2019,2,24,21,winter
1314,2019-02-24 22:00:00+01:00,98.0,2019,2,24,22,winter
1315,2019-02-24 23:00:00+01:00,97.0,2019,2,24,23,winter
1316,2019-02-25 00:00:00+01:00,102.0,2019,2,25,0,winter
1317,2019-02-25 01:00:00+01:00,88.5,2019,2,25,1,winter
1318,2019-02-25 02:00:00+01:00,85.5,2019,2,25,2,winter
1319,2019-02-25 03:00:00+01:00,81.5,2019,2,25,3,winter
1320,2019-02-25 04:00:00+01:00,74.5,2019,2,25,4,winter
1321,2019-02-25 05:00:00+01:00,67.0,2019,2,25,5,winter
1322,2019-02-25 06:00:00+01:00,70.5,2019,2,25,6,winter
1323,2019-02-25 07:00:00+01:00,83.5,2019,2,25,7,winter
1324,2019-02-25 08:00:00+01:00,89.5,2019,2,25,8,winter
1325,2019-02-25 09:00:00+01:00,92.0,2019,2,25,9,winter
1326,2019-02-25 10:00:00+01:00,106.0,2019,2,25,10,winter
1327,2019-02-25 11:00:00+01:00,125.5,2019,2,25,11,winter
1328,2019-02-25 12:00:00+01:00,114.5,2019,2,25,12,winter
1329,2019-02-25 13:00:00+01:00,67.0,2019,2,25,13,winter
1330,2019-02-25 14:00:00+01:00,47.0,2019,2,25,14,winter
1331,2019-02-25 15:00:00+01:00,50.5,2019,2,25,15,winter
1332,2019-02-25 16:00:00+01:00,38.0,2019,2,25,16,winter
1333,2019-02-25 17:00:00+01:00,42.0,2019,2,25,17,winter
1334,2019-02-25 18:00:00+01:00,82.5,2019,2,25,18,winter
1335,2019-02-25 19:00:00+01:00,106.0,2019,2,25,19,winter
1336,2019-02-25 20:00:00+01:00,110.0,2019,2,25,20,winter
1337,2019-02-25 21:00:00+01:00,97.0,2019,2,25,21,winter
1338,2019-02-25 22:00:00+01:00,85.0,2019,2,25,22,winter
1339,2019-02-25 23:00:00+01:00,85.0,2019,2,25,23,winter
1340,2019-02-26 00:00:00+01:00,86.5,2019,2,26,0,winter
1341,2019-02-26 01:00:00+01:00,95.0,2019,2,26,1,winter
1342,2019-02-26 02:00:00+01:00,90.0,2019,2,26,2,winter
1343,2019-02-26 03:00:00+01:00,83.5,2019,2,26,3,winter
1344,2019-02-26 04:00:00+01:00,82.5,2019,2,26,4,winter
1345,2019-02-26 05:00:00+01:00,80.0,2019,2,26,5,winter
1346,2019-02-26 06:00:00+01:00,80.5,2019,2,26,6,winter
1347,2019-02-26 07:00:00+01:00,88.0,2019,2,26,7,winter
1348,2019-02-26 08:00:00+01:00,92.0,2019,2,26,8,winter
1349,2019-02-26 09:00:00+01:00,106.5,2019,2,26,9,winter
1350,2019-02-26 10:00:00+01:00,120.0,2019,2,26,10,winter
1351,2019-02-26 11:00:00+01:00,130.0,2019,2,26,11,winter
1352,2019-02-26 12:00:00+01:00,92.5,2019,2,26,12,winter
1353,2019-02-26 13:00:00+01:00,79.0,2019,2,26,13,winter
1354,2019-02-26 14:00:00+01:00,68.5,2019,2,26,14,winter
1355,2019-02-26 15:00:00+01:00,56.0,2019,2,26,15,winter
1356,2019-02-26 16:00:00+01:00,48.0,2019,2,26,16,winter
1357,2019-02-26 17:00:00+01:00,51.5,2019,2,26,17,winter
1358,2019-02-26 18:00:00+01:00,63.5,2019,2,26,18,winter
1359,2019-02-26 19:00:00+01:00,111.0,2019,2,26,19,winter
1360,2019-02-26 20:00:00+01:00,114.0,2019,2,26,20,winter
1361,2019-02-26 21:00:00+01:00,118.0,2019,2,26,21,winter
1362,2019-02-26 22:00:00+01:00,114.5,2019,2,26,22,winter
1363,2019-02-26 23:00:00+01:00,77.0,2019,2,26,23,winter
1364,2019-02-27 00:00:00+01:00,74.5,2019,2,27,0,winter
1365,2019-02-27 01:00:00+01:00,73.0,2019,2,27,1,winter
1366,2019-02-27 02:00:00+01:00,80.5,2019,2,27,2,winter
1367,2019-02-27 03:00:00+01:00,73.0,2019,2,27,3,winter
1368,2019-02-27 04:00:00+01:00,70.0,2019,2,27,4,winter
1369,2019-02-27 05:00:00+01:00,68.5,2019,2,27,5,winter
1370,2019-02-27 06:00:00+01:00,63.5,2019,2,27,6,winter
1371,2019-02-27 07:00:00+01:00,69.5,2019,2,27,7,winter
1372,2019-02-27 08:00:00+01:00,85.0,2019,2,27,8,winter
1373,2019-02-27 09:00:00+01:00,91.0,2019,2,27,9,winter
1374,2019-02-27 10:00:00+01:00,90.0,2019,2,27,10,winter
1375,2019-02-27 11:00:00+01:00,80.0,2019,2,27,11,winter
1376,2019-02-27 12:00:00+01:00,54.5,2019,2,27,12,winter
1377,2019-02-27 13:00:00+01:00,35.5,2019,2,27,13,winter
1378,2019-02-27 14:00:00+01:00,33.0,2019,2,27,14,winter
1379,2019-02-27 15:00:00+01:00,31.5,2019,2,27,15,winter
1380,2019-02-27 16:00:00+01:00,32.0,2019,2,27,16,winter
1381,2019-02-27 17:00:00+01:00,36.0,2019,2,27,17,winter
1382,2019-02-27 18:00:00+01:00,51.5,2019,2,27,18,winter
1383,2019-02-27 19:00:00+01:00,99.0,2019,2,27,19,winter
1384,2019-02-27 20:00:00+01:00,117.0,2019,2,27,20,winter
1385,2019-02-27 21:00:00+01:00,101.5,2019,2,27,21,winter
1386,2019-02-27 22:00:00+01:00,86.5,2019,2,27,22,winter
1387,2019-02-27 23:00:00+01:00,77.5,2019,2,27,23,winter
1388,2019-02-28 00:00:00+01:00,71.0,2019,2,28,0,winter
1389,2019-02-28 01:00:00+01:00,66.5,2019,2,28,1,winter
1390,2019-02-28 02:00:00+01:00,61.5,2019,2,28,2,winter
1391,2019-02-28 03:00:00+01:00,53.0,2019,2,28,3,winter
1392,2019-02-28 04:00:00+01:00,45.5,2019,2,28,4,winter
1393,2019-02-28 05:00:00+01:00,51.0,2019,2,28,5,winter
1394,2019-02-28 06:00:00+01:00,54.0,2019,2,28,6,winter
1395,2019-02-28 07:00:00+01:00,65.5,2019,2,28,7,winter
1396,2019-02-28 08:00:00+01:00,70.5,2019,2,28,8,winter
1397,2019-02-28 09:00:00+01:00,67.5,2019,2,28,9,winter
1398,2019-02-28 10:00:00+01:00,63.5,2019,2,28,10,winter
1399,2019-02-28 11:00:00+01:00,42.0,2019,2,28,11,winter
1400,2019-02-28 12:00:00+01:00,47.0,2019,2,28,12,winter
1401,2019-02-28 13:00:00+01:00,36.5,2019,2,28,13,winter
1402,2019-02-28 14:00:00+01:00,34.0,2019,2,28,14,winter
1403,2019-02-28 15:00:00+01:00,40.5,2019,2,28,15,winter
1404,2019-02-28 16:00:00+01:00,34.0,2019,2,28,16,winter
1405,2019-02-28 17:00:00+01:00,36.5,2019,2,28,17,winter
1406,2019-02-28 18:00:00+01:00,43.5,2019,2,28,18,winter
1407,2019-02-28 19:00:00+01:00,40.5,2019,2,28,19,winter
1408,2019-02-28 20:00:00+01:00,46.5,2019,2,28,20,winter
1409,2019-02-28 21:00:00+01:00,31.5,2019,2,28,21,winter
1410,2019-02-28 22:00:00+01:00,28.0,2019,2,28,22,winter
1411,2019-02-28 23:00:00+01:00,19.5,2019,2,28,23,winter
1412,2019-03-01 00:00:00+01:00,15.0,2019,3,1,0,spring
1413,2019-03-01 01:00:00+01:00,12.5,2019,3,1,1,spring
1414,2019-03-01 02:00:00+01:00,9.0,2019,3,1,2,spring
1415,2019-03-01 03:00:00+01:00,9.0,2019,3,1,3,spring
1416,2019-03-01 04:00:00+01:00,11.0,2019,3,1,4,spring
1417,2019-03-01 05:00:00+01:00,14.5,2019,3,1,5,spring
1418,2019-03-01 06:00:00+01:00,27.0,2019,3,1,6,spring
1419,2019-03-01 07:00:00+01:00,32.5,2019,3,1,7,spring
1420,2019-03-01 08:00:00+01:00,33.5,2019,3,1,8,spring
1421,2019-03-01 09:00:00+01:00,35.0,2019,3,1,9,spring
1422,2019-03-01 10:00:00+01:00,34.0,2019,3,1,10,spring
1423,2019-03-01 11:00:00+01:00,40.0,2019,3,1,11,spring
1424,2019-03-01 12:00:00+01:00,34.0,2019,3,1,12,spring
1425,2019-03-01 13:00:00+01:00,39.5,2019,3,1,13,spring
1426,2019-03-01 14:00:00+01:00,46.5,2019,3,1,14,spring
1427,2019-03-01 15:00:00+01:00,29.5,2019,3,1,15,spring
1428,2019-03-01 16:00:00+01:00,52.5,2019,3,1,16,spring
1429,2019-03-01 17:00:00+01:00,52.5,2019,3,1,17,spring
1430,2019-03-01 18:00:00+01:00,56.0,2019,3,1,18,spring
1431,2019-03-01 19:00:00+01:00,59.5,2019,3,1,19,spring
1432,2019-03-01 20:00:00+01:00,53.5,2019,3,1,20,spring
1433,2019-03-01 21:00:00+01:00,60.5,2019,3,1,21,spring
1434,2019-03-01 22:00:00+01:00,49.0,2019,3,1,22,spring
1435,2019-03-01 23:00:00+01:00,46.0,2019,3,1,23,spring
1436,2019-03-02 00:00:00+01:00,53.0,2019,3,2,0,spring
1437,2019-03-02 01:00:00+01:00,50.0,2019,3,2,1,spring
1438,2019-03-02 02:00:00+01:00,36.5,2019,3,2,2,spring
1439,2019-03-02 03:00:00+01:00,39.0,2019,3,2,3,spring
1440,2019-03-02 04:00:00+01:00,28.5,2019,3,2,4,spring
1441,2019-03-02 05:00:00+01:00,25.0,2019,3,2,5,spring
1442,2019-03-02 06:00:00+01:00,26.0,2019,3,2,6,spring
1443,2019-03-02 07:00:00+01:00,29.5,2019,3,2,7,spring
1444,2019-03-02 08:00:00+01:00,29.0,2019,3,2,8,spring
1445,2019-03-02 09:00:00+01:00,23.0,2019,3,2,9,spring
1446,2019-03-02 10:00:00+01:00,24.5,2019,3,2,10,spring
1447,2019-03-02 11:00:00+01:00,23.5,2019,3,2,11,spring
1448,2019-03-02 12:00:00+01:00,25.0,2019,3,2,12,spring
1449,2019-03-02 13:00:00+01:00,26.5,2019,3,2,13,spring
1450,2019-03-02 14:00:00+01:00,29.0,2019,3,2,14,spring
1451,2019-03-02 15:00:00+01:00,30.0,2019,3,2,15,spring
1452,2019-03-02 16:00:00+01:00,35.0,2019,3,2,16,spring
1453,2019-03-02 17:00:00+01:00,24.5,2019,3,2,17,spring
1454,2019-03-02 18:00:00+01:00,24.5,2019,3,2,18,spring
1455,2019-03-02 19:00:00+01:00,25.5,2019,3,2,19,spring
1456,2019-03-02 20:00:00+01:00,25.5,2019,3,2,20,spring
1457,2019-03-02 21:00:00+01:00,32.5,2019,3,2,21,spring
1458,2019-03-02 22:00:00+01:00,29.5,2019,3,2,22,spring
1459,2019-03-02 23:00:00+01:00,25.0,2019,3,2,23,spring
1460,2019-03-03 00:00:00+01:00,17.0,2019,3,3,0,spring
1461,2019-03-03 01:00:00+01:00,14.5,2019,3,3,1,spring
1462,2019-03-03 02:00:00+01:00,15.0,2019,3,3,2,spring
1463,2019-03-03 03:00:00+01:00,14.5,2019,3,3,3,spring
1464,2019-03-03 04:00:00+01:00,12.0,2019,3,3,4,spring
1465,2019-03-03 05:00:00+01:00,8.0,2019,3,3,5,spring
1466,2019-03-03 06:00:00+01:00,10.0,2019,3,3,6,spring
1467,2019-03-03 07:00:00+01:00,11.0,2019,3,3,7,spring
1468,2019-03-03 08:00:00+01:00,10.0,2019,3,3,8,spring
1469,2019-03-03 09:00:00+01:00,11.0,2019,3,3,9,spring
1470,2019-03-03 10:00:00+01:00,10.0,2019,3,3,10,spring
1471,2019-03-03 11:00:00+01:00,12.0,2019,3,3,11,spring
1472,2019-03-03 12:00:00+01:00,12.5,2019,3,3,12,spring
1473,2019-03-03 13:00:00+01:00,13.0,2019,3,3,13,spring
1474,2019-03-03 14:00:00+01:00,11.5,2019,3,3,14,spring
1475,2019-03-03 15:00:00+01:00,13.0,2019,3,3,15,spring
1476,2019-03-03 16:00:00+01:00,12.5,2019,3,3,16,spring
1477,2019-03-03 17:00:00+01:00,15.0,2019,3,3,17,spring
1478,2019-03-03 18:00:00+01:00,19.0,2019,3,3,18,spring
1479,2019-03-03 19:00:00+01:00,20.0,2019,3,3,19,spring
1480,2019-03-03 20:00:00+01:00,18.5,2019,3,3,20,spring
1481,2019-03-03 21:00:00+01:00,16.5,2019,3,3,21,spring
1482,2019-03-03 22:00:00+01:00,13.0,2019,3,3,22,spring
1483,2019-03-03 23:00:00+01:00,11.0,2019,3,3,23,spring
1484,2019-03-04 00:00:00+01:00,8.5,2019,3,4,0,spring
1485,2019-03-04 01:00:00+01:00,6.0,2019,3,4,1,spring
1486,2019-03-04 02:00:00+01:00,3.0,2019,3,4,2,spring
1487,2019-03-04 03:00:00+01:00,1.0,2019,3,4,3,spring
1488,2019-03-04 04:00:00+01:00,3.5,2019,3,4,4,spring
1489,2019-03-04 05:00:00+01:00,3.0,2019,3,4,5,spring
1490,2019-03-04 06:00:00+01:00,4.0,2019,3,4,6,spring
1491,2019-03-04 07:00:00+01:00,8.5,2019,3,4,7,spring
1492,2019-03-04 08:00:00+01:00,20.5,2019,3,4,8,spring
1493,2019-03-04 09:00:00+01:00,20.0,2019,3,4,9,spring
1494,2019-03-04 10:00:00+01:00,17.0,2019,3,4,10,spring
1495,2019-03-04 11:00:00+01:00,21.0,2019,3,4,11,spring
1496,2019-03-04 12:00:00+01:00,21.5,2019,3,4,12,spring
1497,2019-03-04 13:00:00+01:00,23.0,2019,3,4,13,spring
1498,2019-03-04 14:00:00+01:00,21.0,2019,3,4,14,spring
1499,2019-03-04 15:00:00+01:00,20.0,2019,3,4,15,spring
1500,2019-03-04 16:00:00+01:00,21.0,2019,3,4,16,spring
1501,2019-03-04 17:00:00+01:00,24.0,2019,3,4,17,spring
1502,2019-03-04 18:00:00+01:00,25.0,2019,3,4,18,spring
1503,2019-03-04 19:00:00+01:00,32.5,2019,3,4,19,spring
1504,2019-03-04 20:00:00+01:00,21.5,2019,3,4,20,spring
1505,2019-03-04 21:00:00+01:00,18.0,2019,3,4,21,spring
1506,2019-03-04 22:00:00+01:00,15.0,2019,3,4,22,spring
1507,2019-03-04 23:00:00+01:00,13.5,2019,3,4,23,spring
1508,2019-03-05 00:00:00+01:00,9.0,2019,3,5,0,spring
1509,2019-03-05 01:00:00+01:00,5.0,2019,3,5,1,spring
1510,2019-03-05 02:00:00+01:00,5.5,2019,3,5,2,spring
1511,2019-03-05 03:00:00+01:00,5.0,2019,3,5,3,spring
1512,2019-03-05 04:00:00+01:00,4.5,2019,3,5,4,spring
1513,2019-03-05 05:00:00+01:00,5.5,2019,3,5,5,spring
1514,2019-03-05 06:00:00+01:00,9.0,2019,3,5,6,spring
1515,2019-03-05 07:00:00+01:00,17.5,2019,3,5,7,spring
1516,2019-03-05 08:00:00+01:00,30.5,2019,3,5,8,spring
1517,2019-03-05 09:00:00+01:00,32.5,2019,3,5,9,spring
1518,2019-03-05 10:00:00+01:00,27.5,2019,3,5,10,spring
1519,2019-03-05 11:00:00+01:00,29.0,2019,3,5,11,spring
1520,2019-03-05 12:00:00+01:00,23.0,2019,3,5,12,spring
1521,2019-03-05 13:00:00+01:00,22.0,2019,3,5,13,spring
1522,2019-03-05 14:00:00+01:00,24.0,2019,3,5,14,spring
1523,2019-03-05 15:00:00+01:00,23.5,2019,3,5,15,spring
1524,2019-03-05 16:00:00+01:00,20.0,2019,3,5,16,spring
1525,2019-03-05 17:00:00+01:00,26.0,2019,3,5,17,spring
1526,2019-03-05 18:00:00+01:00,32.0,2019,3,5,18,spring
1527,2019-03-05 19:00:00+01:00,42.5,2019,3,5,19,spring
1528,2019-03-05 20:00:00+01:00,42.5,2019,3,5,20,spring
1529,2019-03-05 21:00:00+01:00,35.5,2019,3,5,21,spring
1530,2019-03-05 22:00:00+01:00,31.0,2019,3,5,22,spring
1531,2019-03-05 23:00:00+01:00,25.5,2019,3,5,23,spring
1532,2019-03-06 00:00:00+01:00,21.5,2019,3,6,0,spring
1533,2019-03-06 01:00:00+01:00,17.0,2019,3,6,1,spring
1534,2019-03-06 02:00:00+01:00,13.0,2019,3,6,2,spring
1535,2019-03-06 03:00:00+01:00,13.0,2019,3,6,3,spring
1536,2019-03-06 04:00:00+01:00,6.0,2019,3,6,4,spring
1537,2019-03-06 05:00:00+01:00,10.5,2019,3,6,5,spring
1538,2019-03-06 06:00:00+01:00,12.5,2019,3,6,6,spring
1539,2019-03-06 07:00:00+01:00,21.0,2019,3,6,7,spring
1540,2019-03-06 08:00:00+01:00,34.0,2019,3,6,8,spring
1541,2019-03-06 09:00:00+01:00,34.0,2019,3,6,9,spring
1542,2019-03-06 10:00:00+01:00,30.5,2019,3,6,10,spring
1543,2019-03-06 11:00:00+01:00,29.0,2019,3,6,11,spring
1544,2019-03-06 12:00:00+01:00,26.5,2019,3,6,12,spring
1545,2019-03-06 13:00:00+01:00,27.5,2019,3,6,13,spring
1546,2019-03-06 14:00:00+01:00,25.5,2019,3,6,14,spring
1547,2019-03-06 15:00:00+01:00,25.0,2019,3,6,15,spring
1548,2019-03-06 16:00:00+01:00,22.5,2019,3,6,16,spring
1549,2019-03-06 17:00:00+01:00,24.5,2019,3,6,17,spring
1550,2019-03-06 18:00:00+01:00,23.5,2019,3,6,18,spring
1551,2019-03-06 19:00:00+01:00,28.5,2019,3,6,19,spring
1552,2019-03-06 20:00:00+01:00,32.5,2019,3,6,20,spring
1553,2019-03-06 21:00:00+01:00,27.5,2019,3,6,21,spring
1554,2019-03-06 22:00:00+01:00,21.5,2019,3,6,22,spring
1555,2019-03-06 23:00:00+01:00,21.0,2019,3,6,23,spring
1556,2019-03-07 00:00:00+01:00,13.0,2019,3,7,0,spring
1557,2019-03-07 01:00:00+01:00,11.0,2019,3,7,1,spring
1558,2019-03-07 02:00:00+01:00,8.5,2019,3,7,2,spring
1559,2019-03-07 03:00:00+01:00,9.5,2019,3,7,3,spring
1560,2019-03-07 04:00:00+01:00,9.0,2019,3,7,4,spring
1561,2019-03-07 05:00:00+01:00,8.0,2019,3,7,5,spring
1562,2019-03-07 06:00:00+01:00,7.5,2019,3,7,6,spring
1563,2019-03-07 07:00:00+01:00,13.0,2019,3,7,7,spring
1564,2019-03-07 08:00:00+01:00,19.5,2019,3,7,8,spring
1565,2019-03-07 09:00:00+01:00,26.0,2019,3,7,9,spring
1566,2019-03-07 10:00:00+01:00,23.5,2019,3,7,10,spring
1567,2019-03-07 11:00:00+01:00,21.5,2019,3,7,11,spring
1568,2019-03-07 12:00:00+01:00,21.0,2019,3,7,12,spring
1569,2019-03-07 13:00:00+01:00,21.5,2019,3,7,13,spring
1570,2019-03-07 14:00:00+01:00,20.5,2019,3,7,14,spring
1571,2019-03-07 15:00:00+01:00,20.5,2019,3,7,15,spring
1572,2019-03-07 16:00:00+01:00,14.5,2019,3,7,16,spring
1573,2019-03-07 17:00:00+01:00,16.5,2019,3,7,17,spring
1574,2019-03-07 18:00:00+01:00,20.0,2019,3,7,18,spring
1575,2019-03-07 19:00:00+01:00,23.5,2019,3,7,19,spring
1576,2019-03-07 20:00:00+01:00,21.0,2019,3,7,20,spring
1577,2019-03-07 21:00:00+01:00,18.0,2019,3,7,21,spring
1578,2019-03-07 22:00:00+01:00,15.0,2019,3,7,22,spring
1579,2019-03-07 23:00:00+01:00,14.0,2019,3,7,23,spring
1580,2019-03-08 00:00:00+01:00,11.0,2019,3,8,0,spring
1581,2019-03-08 01:00:00+01:00,7.5,2019,3,8,1,spring
1582,2019-03-08 02:00:00+01:00,8.5,2019,3,8,2,spring
1583,2019-03-08 03:00:00+01:00,9.0,2019,3,8,3,spring
1584,2019-03-08 04:00:00+01:00,10.5,2019,3,8,4,spring
1585,2019-03-08 05:00:00+01:00,8.0,2019,3,8,5,spring
1586,2019-03-08 06:00:00+01:00,20.5,2019,3,8,6,spring
1587,2019-03-08 07:00:00+01:00,35.5,2019,3,8,7,spring
1588,2019-03-08 08:00:00+01:00,43.5,2019,3,8,8,spring
1589,2019-03-08 09:00:00+01:00,44.5,2019,3,8,9,spring
1590,2019-03-08 10:00:00+01:00,36.5,2019,3,8,10,spring
1591,2019-03-08 11:00:00+01:00,30.0,2019,3,8,11,spring
1592,2019-03-08 12:00:00+01:00,23.5,2019,3,8,12,spring
1593,2019-03-08 13:00:00+01:00,28.0,2019,3,8,13,spring
1594,2019-03-08 14:00:00+01:00,32.5,2019,3,8,14,spring
1595,2019-03-08 15:00:00+01:00,23.5,2019,3,8,15,spring
1596,2019-03-08 16:00:00+01:00,27.5,2019,3,8,16,spring
1597,2019-03-08 17:00:00+01:00,40.5,2019,3,8,17,spring
1598,2019-03-08 18:00:00+01:00,43.0,2019,3,8,18,spring
1599,2019-03-08 19:00:00+01:00,42.0,2019,3,8,19,spring
1600,2019-03-08 20:00:00+01:00,47.0,2019,3,8,20,spring
1601,2019-03-08 21:00:00+01:00,45.0,2019,3,8,21,spring
1602,2019-03-08 22:00:00+01:00,27.5,2019,3,8,22,spring
1603,2019-03-08 23:00:00+01:00,23.5,2019,3,8,23,spring
1604,2019-03-09 00:00:00+01:00,15.5,2019,3,9,0,spring
1605,2019-03-09 01:00:00+01:00,14.5,2019,3,9,1,spring
1606,2019-03-09 02:00:00+01:00,10.5,2019,3,9,2,spring
1607,2019-03-09 03:00:00+01:00,8.0,2019,3,9,3,spring
1608,2019-03-09 04:00:00+01:00,6.5,2019,3,9,4,spring
1609,2019-03-09 05:00:00+01:00,6.0,2019,3,9,5,spring
1610,2019-03-09 06:00:00+01:00,10.0,2019,3,9,6,spring
1611,2019-03-09 07:00:00+01:00,20.0,2019,3,9,7,spring
1612,2019-03-09 08:00:00+01:00,15.5,2019,3,9,8,spring
1613,2019-03-09 09:00:00+01:00,17.0,2019,3,9,9,spring
1614,2019-03-09 10:00:00+01:00,22.0,2019,3,9,10,spring
1615,2019-03-09 11:00:00+01:00,20.0,2019,3,9,11,spring
1616,2019-03-09 12:00:00+01:00,20.5,2019,3,9,12,spring
1617,2019-03-09 13:00:00+01:00,17.0,2019,3,9,13,spring
1618,2019-03-09 14:00:00+01:00,18.0,2019,3,9,14,spring
1619,2019-03-09 15:00:00+01:00,20.0,2019,3,9,15,spring
1620,2019-03-09 16:00:00+01:00,15.0,2019,3,9,16,spring
1621,2019-03-09 17:00:00+01:00,17.5,2019,3,9,17,spring
1622,2019-03-09 18:00:00+01:00,17.5,2019,3,9,18,spring
1623,2019-03-09 19:00:00+01:00,23.5,2019,3,9,19,spring
1624,2019-03-09 20:00:00+01:00,26.0,2019,3,9,20,spring
1625,2019-03-09 21:00:00+01:00,27.0,2019,3,9,21,spring
1626,2019-03-09 22:00:00+01:00,24.0,2019,3,9,22,spring
1627,2019-03-09 23:00:00+01:00,24.0,2019,3,9,23,spring
1628,2019-03-10 00:00:00+01:00,23.0,2019,3,10,0,spring
1629,2019-03-10 01:00:00+01:00,20.0,2019,3,10,1,spring
1630,2019-03-10 02:00:00+01:00,21.5,2019,3,10,2,spring
1631,2019-03-10 03:00:00+01:00,20.5,2019,3,10,3,spring
1632,2019-03-10 04:00:00+01:00,16.5,2019,3,10,4,spring
1633,2019-03-10 05:00:00+01:00,16.5,2019,3,10,5,spring
1634,2019-03-10 06:00:00+01:00,10.5,2019,3,10,6,spring
1635,2019-03-10 07:00:00+01:00,19.0,2019,3,10,7,spring
1636,2019-03-10 08:00:00+01:00,10.5,2019,3,10,8,spring
1637,2019-03-10 09:00:00+01:00,6.5,2019,3,10,9,spring
1638,2019-03-10 10:00:00+01:00,7.5,2019,3,10,10,spring
