index,DatetimeEnd,Concentration,year,month,day,hour,season
5810,2019-09-01 10:00:00+01:00,4.5,2019,9,1,10,autumn
5811,2019-09-01 11:00:00+01:00,6.5,2019,9,1,11,autumn
5812,2019-09-01 12:00:00+01:00,4.5,2019,9,1,12,autumn
5813,2019-09-01 13:00:00+01:00,3.5,2019,9,1,13,autumn
5814,2019-09-01 14:00:00+01:00,3.0,2019,9,1,14,autumn
5815,2019-09-01 15:00:00+01:00,2.0,2019,9,1,15,autumn
5816,2019-09-01 16:00:00+01:00,4.5,2019,9,1,16,autumn
5817,2019-09-01 17:00:00+01:00,6.5,2019,9,1,17,autumn
5818,2019-09-01 18:00:00+01:00,7.0,2019,9,1,18,autumn
5819,2019-09-01 19:00:00+01:00,7.0,2019,9,1,19,autumn
5820,2019-09-01 21:00:00+01:00,40.0,2019,9,1,21,autumn
5821,2019-09-01 22:00:00+01:00,39.5,2019,9,1,22,autumn
5822,2019-09-01 23:00:00+01:00,40.5,2019,9,1,23,autumn
5823,2019-09-02 00:00:00+01:00,39.5,2019,9,2,0,autumn
5824,2019-09-02 01:00:00+01:00,33.5,2019,9,2,1,autumn
5825,2019-09-02 02:00:00+01:00,14.5,2019,9,2,2,autumn
5826,2019-09-02 03:00:00+01:00,14.0,2019,9,2,3,autumn
5827,2019-09-02 04:00:00+01:00,27.5,2019,9,2,4,autumn
5828,2019-09-02 05:00:00+01:00,29.0,2019,9,2,5,autumn
5829,2019-09-02 06:00:00+01:00,43.5,2019,9,2,6,autumn
5830,2019-09-02 07:00:00+01:00,53.0,2019,9,2,7,autumn
5831,2019-09-02 08:00:00+01:00,46.5,2019,9,2,8,autumn
5832,2019-09-02 09:00:00+01:00,38.5,2019,9,2,9,autumn
5833,2019-09-02 10:00:00+01:00,21.5,2019,9,2,10,autumn
5834,2019-09-02 11:00:00+01:00,20.0,2019,9,2,11,autumn
5835,2019-09-02 12:00:00+01:00,10.5,2019,9,2,12,autumn
5836,2019-09-02 13:00:00+01:00,10.5,2019,9,2,13,autumn
5837,2019-09-02 14:00:00+01:00,13.5,2019,9,2,14,autumn
5838,2019-09-02 15:00:00+01:00,15.5,2019,9,2,15,autumn
5839,2019-09-02 16:00:00+01:00,14.5,2019,9,2,16,autumn
5840,2019-09-02 17:00:00+01:00,20.5,2019,9,2,17,autumn
5841,2019-09-02 18:00:00+01:00,21.5,2019,9,2,18,autumn
5842,2019-09-02 19:00:00+01:00,30.5,2019,9,2,19,autumn
5843,2019-09-02 20:00:00+01:00,31.0,2019,9,2,20,autumn
5844,2019-09-02 21:00:00+01:00,33.5,2019,9,2,21,autumn
5845,2019-09-02 22:00:00+01:00,38.0,2019,9,2,22,autumn
5846,2019-09-02 23:00:00+01:00,31.5,2019,9,2,23,autumn
5847,2019-09-03 00:00:00+01:00,16.5,2019,9,3,0,autumn
5848,2019-09-03 01:00:00+01:00,13.5,2019,9,3,1,autumn
5849,2019-09-03 02:00:00+01:00,13.0,2019,9,3,2,autumn
5850,2019-09-03 03:00:00+01:00,14.0,2019,9,3,3,autumn
5851,2019-09-03 04:00:00+01:00,10.5,2019,9,3,4,autumn
5852,2019-09-03 05:00:00+01:00,15.0,2019,9,3,5,autumn
5853,2019-09-03 06:00:00+01:00,27.5,2019,9,3,6,autumn
5854,2019-09-03 07:00:00+01:00,34.5,2019,9,3,7,autumn
5855,2019-09-03 08:00:00+01:00,28.5,2019,9,3,8,autumn
5856,2019-09-03 09:00:00+01:00,27.0,2019,9,3,9,autumn
5857,2019-09-03 10:00:00+01:00,23.5,2019,9,3,10,autumn
5858,2019-09-03 11:00:00+01:00,20.5,2019,9,3,11,autumn
5859,2019-09-03 12:00:00+01:00,24.5,2019,9,3,12,autumn
5860,2019-09-03 13:00:00+01:00,22.0,2019,9,3,13,autumn
5861,2019-09-03 14:00:00+01:00,23.0,2019,9,3,14,autumn
5862,2019-09-03 15:00:00+01:00,19.0,2019,9,3,15,autumn
5863,2019-09-03 16:00:00+01:00,22.5,2019,9,3,16,autumn
5864,2019-09-03 17:00:00+01:00,27.5,2019,9,3,17,autumn
5865,2019-09-03 18:00:00+01:00,25.0,2019,9,3,18,autumn
5866,2019-09-03 19:00:00+01:00,23.5,2019,9,3,19,autumn
5867,2019-09-03 20:00:00+01:00,29.0,2019,9,3,20,autumn
5868,2019-09-03 21:00:00+01:00,25.5,2019,9,3,21,autumn
5869,2019-09-03 22:00:00+01:00,26.5,2019,9,3,22,autumn
5870,2019-09-03 23:00:00+01:00,20.0,2019,9,3,23,autumn
5871,2019-09-04 00:00:00+01:00,13.0,2019,9,4,0,autumn
5872,2019-09-04 01:00:00+01:00,12.0,2019,9,4,1,autumn
5873,2019-09-04 02:00:00+01:00,11.0,2019,9,4,2,autumn
5874,2019-09-04 03:00:00+01:00,10.5,2019,9,4,3,autumn
5875,2019-09-04 04:00:00+01:00,14.0,2019,9,4,4,autumn
5876,2019-09-04 05:00:00+01:00,16.0,2019,9,4,5,autumn
5877,2019-09-04 06:00:00+01:00,28.0,2019,9,4,6,autumn
5878,2019-09-04 07:00:00+01:00,40.0,2019,9,4,7,autumn
5879,2019-09-04 08:00:00+01:00,32.0,2019,9,4,8,autumn
5880,2019-09-04 09:00:00+01:00,25.0,2019,9,4,9,autumn
5881,2019-09-04 10:00:00+01:00,20.5,2019,9,4,10,autumn
5882,2019-09-04 11:00:00+01:00,14.0,2019,9,4,11,autumn
5883,2019-09-04 12:00:00+01:00,16.5,2019,9,4,12,autumn
5884,2019-09-04 13:00:00+01:00,14.0,2019,9,4,13,autumn
5885,2019-09-04 14:00:00+01:00,17.0,2019,9,4,14,autumn
5886,2019-09-04 15:00:00+01:00,23.0,2019,9,4,15,autumn
5887,2019-09-04 16:00:00+01:00,24.5,2019,9,4,16,autumn
5888,2019-09-04 17:00:00+01:00,21.5,2019,9,4,17,autumn
5889,2019-09-04 18:00:00+01:00,19.5,2019,9,4,18,autumn
5890,2019-09-04 19:00:00+01:00,21.5,2019,9,4,19,autumn
5891,2019-09-04 20:00:00+01:00,26.0,2019,9,4,20,autumn
5892,2019-09-04 21:00:00+01:00,22.0,2019,9,4,21,autumn
5893,2019-09-04 22:00:00+01:00,20.5,2019,9,4,22,autumn
5894,2019-09-04 23:00:00+01:00,21.0,2019,9,4,23,autumn
5895,2019-09-05 00:00:00+01:00,16.0,2019,9,5,0,autumn
5896,2019-09-05 01:00:00+01:00,13.5,2019,9,5,1,autumn
5897,2019-09-05 02:00:00+01:00,12.5,2019,9,5,2,autumn
5898,2019-09-05 03:00:00+01:00,15.0,2019,9,5,3,autumn
5899,2019-09-05 04:00:00+01:00,14.5,2019,9,5,4,autumn
5900,2019-09-05 05:00:00+01:00,19.5,2019,9,5,5,autumn
5901,2019-09-05 06:00:00+01:00,30.0,2019,9,5,6,autumn
5902,2019-09-05 07:00:00+01:00,32.5,2019,9,5,7,autumn
5903,2019-09-05 08:00:00+01:00,38.0,2019,9,5,8,autumn
5904,2019-09-05 09:00:00+01:00,26.0,2019,9,5,9,autumn
5905,2019-09-05 10:00:00+01:00,18.5,2019,9,5,10,autumn
5906,2019-09-05 11:00:00+01:00,14.0,2019,9,5,11,autumn
5907,2019-09-05 12:00:00+01:00,20.0,2019,9,5,12,autumn
5908,2019-09-05 13:00:00+01:00,22.5,2019,9,5,13,autumn
5909,2019-09-05 14:00:00+01:00,24.0,2019,9,5,14,autumn
5910,2019-09-05 15:00:00+01:00,21.0,2019,9,5,15,autumn
5911,2019-09-05 16:00:00+01:00,26.0,2019,9,5,16,autumn
5912,2019-09-05 17:00:00+01:00,23.5,2019,9,5,17,autumn
5913,2019-09-05 18:00:00+01:00,30.5,2019,9,5,18,autumn
5914,2019-09-05 19:00:00+01:00,28.0,2019,9,5,19,autumn
5915,2019-09-05 20:00:00+01:00,34.5,2019,9,5,20,autumn
5916,2019-09-05 21:00:00+01:00,46.5,2019,9,5,21,autumn
5917,2019-09-05 22:00:00+01:00,46.0,2019,9,5,22,autumn
5918,2019-09-05 23:00:00+01:00,49.5,2019,9,5,23,autumn
5919,2019-09-06 00:00:00+01:00,52.5,2019,9,6,0,autumn
5920,2019-09-06 01:00:00+01:00,50.0,2019,9,6,1,autumn
5921,2019-09-06 02:00:00+01:00,34.0,2019,9,6,2,autumn
5922,2019-09-06 03:00:00+01:00,28.5,2019,9,6,3,autumn
5923,2019-09-06 04:00:00+01:00,32.0,2019,9,6,4,autumn
5924,2019-09-06 05:00:00+01:00,36.5,2019,9,6,5,autumn
5925,2019-09-06 06:00:00+01:00,45.5,2019,9,6,6,autumn
5926,2019-09-06 07:00:00+01:00,51.5,2019,9,6,7,autumn
5927,2019-09-06 08:00:00+01:00,49.5,2019,9,6,8,autumn
5928,2019-09-06 09:00:00+01:00,42.5,2019,9,6,9,autumn
5929,2019-09-06 10:00:00+01:00,27.5,2019,9,6,10,autumn
5930,2019-09-06 11:00:00+01:00,28.5,2019,9,6,11,autumn
5931,2019-09-06 12:00:00+01:00,20.0,2019,9,6,12,autumn
5932,2019-09-06 13:00:00+01:00,15.5,2019,9,6,13,autumn
5933,2019-09-06 14:00:00+01:00,12.0,2019,9,6,14,autumn
5934,2019-09-06 15:00:00+01:00,14.5,2019,9,6,15,autumn
5935,2019-09-06 16:00:00+01:00,14.5,2019,9,6,16,autumn
5936,2019-09-06 17:00:00+01:00,21.0,2019,9,6,17,autumn
5937,2019-09-06 18:00:00+01:00,18.0,2019,9,6,18,autumn
5938,2019-09-06 19:00:00+01:00,26.5,2019,9,6,19,autumn
5939,2019-09-06 20:00:00+01:00,21.0,2019,9,6,20,autumn
5940,2019-09-06 21:00:00+01:00,16.5,2019,9,6,21,autumn
5941,2019-09-06 22:00:00+01:00,14.5,2019,9,6,22,autumn
5942,2019-09-06 23:00:00+01:00,12.0,2019,9,6,23,autumn
5943,2019-09-07 00:00:00+01:00,9.5,2019,9,7,0,autumn
5944,2019-09-07 01:00:00+01:00,8.0,2019,9,7,1,autumn
5945,2019-09-07 02:00:00+01:00,8.0,2019,9,7,2,autumn
5946,2019-09-07 03:00:00+01:00,9.0,2019,9,7,3,autumn
5947,2019-09-07 04:00:00+01:00,9.5,2019,9,7,4,autumn
5948,2019-09-07 05:00:00+01:00,12.0,2019,9,7,5,autumn
5949,2019-09-07 06:00:00+01:00,20.0,2019,9,7,6,autumn
5950,2019-09-07 07:00:00+01:00,20.0,2019,9,7,7,autumn
5951,2019-09-07 08:00:00+01:00,18.0,2019,9,7,8,autumn
5952,2019-09-07 09:00:00+01:00,17.0,2019,9,7,9,autumn
5953,2019-09-07 10:00:00+01:00,13.5,2019,9,7,10,autumn
5954,2019-09-07 11:00:00+01:00,15.5,2019,9,7,11,autumn
5955,2019-09-07 12:00:00+01:00,15.0,2019,9,7,12,autumn
5956,2019-09-07 13:00:00+01:00,20.5,2019,9,7,13,autumn
5957,2019-09-07 14:00:00+01:00,23.0,2019,9,7,14,autumn
5958,2019-09-07 15:00:00+01:00,22.0,2019,9,7,15,autumn
5959,2019-09-07 16:00:00+01:00,23.0,2019,9,7,16,autumn
5960,2019-09-07 17:00:00+01:00,20.5,2019,9,7,17,autumn
5961,2019-09-07 18:00:00+01:00,24.0,2019,9,7,18,autumn
5962,2019-09-07 19:00:00+01:00,38.0,2019,9,7,19,autumn
5963,2019-09-07 20:00:00+01:00,36.5,2019,9,7,20,autumn
5964,2019-09-07 21:00:00+01:00,30.0,2019,9,7,21,autumn
5965,2019-09-07 22:00:00+01:00,29.0,2019,9,7,22,autumn
5966,2019-09-07 23:00:00+01:00,27.5,2019,9,7,23,autumn
5967,2019-09-08 00:00:00+01:00,26.5,2019,9,8,0,autumn
5968,2019-09-08 01:00:00+01:00,26.0,2019,9,8,1,autumn
5969,2019-09-08 02:00:00+01:00,20.5,2019,9,8,2,autumn
5970,2019-09-08 03:00:00+01:00,21.0,2019,9,8,3,autumn
5971,2019-09-08 04:00:00+01:00,20.0,2019,9,8,4,autumn
5972,2019-09-08 05:00:00+01:00,20.0,2019,9,8,5,autumn
5973,2019-09-08 06:00:00+01:00,28.5,2019,9,8,6,autumn
5974,2019-09-08 07:00:00+01:00,33.0,2019,9,8,7,autumn
5975,2019-09-08 08:00:00+01:00,28.5,2019,9,8,8,autumn
5976,2019-09-08 09:00:00+01:00,28.0,2019,9,8,9,autumn
5977,2019-09-08 10:00:00+01:00,24.5,2019,9,8,10,autumn
5978,2019-09-08 11:00:00+01:00,21.5,2019,9,8,11,autumn
5979,2019-09-08 12:00:00+01:00,19.0,2019,9,8,12,autumn
5980,2019-09-08 13:00:00+01:00,16.5,2019,9,8,13,autumn
5981,2019-09-08 14:00:00+01:00,16.5,2019,9,8,14,autumn
5982,2019-09-08 15:00:00+01:00,15.5,2019,9,8,15,autumn
5983,2019-09-08 16:00:00+01:00,15.0,2019,9,8,16,autumn
5984,2019-09-08 17:00:00+01:00,20.0,2019,9,8,17,autumn
5985,2019-09-08 18:00:00+01:00,20.5,2019,9,8,18,autumn
5986,2019-09-08 19:00:00+01:00,31.5,2019,9,8,19,autumn
5987,2019-09-08 20:00:00+01:00,34.5,2019,9,8,20,autumn
5988,2019-09-08 21:00:00+01:00,34.5,2019,9,8,21,autumn
5989,2019-09-08 22:00:00+01:00,38.0,2019,9,8,22,autumn
5990,2019-09-08 23:00:00+01:00,32.5,2019,9,8,23,autumn
5991,2019-09-09 00:00:00+01:00,30.0,2019,9,9,0,autumn
5992,2019-09-09 01:00:00+01:00,34.0,2019,9,9,1,autumn
5993,2019-09-09 02:00:00+01:00,28.0,2019,9,9,2,autumn
5994,2019-09-09 03:00:00+01:00,26.5,2019,9,9,3,autumn
5995,2019-09-09 04:00:00+01:00,23.5,2019,9,9,4,autumn
5996,2019-09-09 05:00:00+01:00,37.5,2019,9,9,5,autumn
5997,2019-09-09 06:00:00+01:00,44.0,2019,9,9,6,autumn
5998,2019-09-09 07:00:00+01:00,49.5,2019,9,9,7,autumn
5999,2019-09-09 08:00:00+01:00,51.5,2019,9,9,8,autumn
6000,2019-09-09 09:00:00+01:00,50.0,2019,9,9,9,autumn
6001,2019-09-09 10:00:00+01:00,38.0,2019,9,9,10,autumn
6002,2019-09-09 11:00:00+01:00,17.5,2019,9,9,11,autumn
6003,2019-09-09 12:00:00+01:00,16.0,2019,9,9,12,autumn
6004,2019-09-09 13:00:00+01:00,21.5,2019,9,9,13,autumn
6005,2019-09-09 14:00:00+01:00,16.5,2019,9,9,14,autumn
6006,2019-09-09 15:00:00+01:00,22.0,2019,9,9,15,autumn
6007,2019-09-09 16:00:00+01:00,18.5,2019,9,9,16,autumn
6008,2019-09-09 17:00:00+01:00,19.5,2019,9,9,17,autumn
6009,2019-09-09 18:00:00+01:00,20.5,2019,9,9,18,autumn
6010,2019-09-09 19:00:00+01:00,25.5,2019,9,9,19,autumn
6011,2019-09-09 20:00:00+01:00,33.0,2019,9,9,20,autumn
6012,2019-09-09 21:00:00+01:00,31.0,2019,9,9,21,autumn
6013,2019-09-09 22:00:00+01:00,37.0,2019,9,9,22,autumn
6014,2019-09-09 23:00:00+01:00,67.0,2019,9,9,23,autumn
6015,2019-09-10 00:00:00+01:00,70.5,2019,9,10,0,autumn
6016,2019-09-10 01:00:00+01:00,59.0,2019,9,10,1,autumn
6017,2019-09-10 02:00:00+01:00,51.5,2019,9,10,2,autumn
6018,2019-09-10 03:00:00+01:00,53.0,2019,9,10,3,autumn
6019,2019-09-10 04:00:00+01:00,47.0,2019,9,10,4,autumn
6020,2019-09-10 05:00:00+01:00,52.5,2019,9,10,5,autumn
6021,2019-09-10 06:00:00+01:00,60.5,2019,9,10,6,autumn
6022,2019-09-10 07:00:00+01:00,69.5,2019,9,10,7,autumn
6023,2019-09-10 08:00:00+01:00,76.5,2019,9,10,8,autumn
6024,2019-09-10 09:00:00+01:00,82.5,2019,9,10,9,autumn
6025,2019-09-10 10:00:00+01:00,53.0,2019,9,10,10,autumn
6026,2019-09-10 11:00:00+01:00,37.5,2019,9,10,11,autumn
6027,2019-09-10 12:00:00+01:00,27.5,2019,9,10,12,autumn
6028,2019-09-10 13:00:00+01:00,19.5,2019,9,10,13,autumn
6029,2019-09-10 14:00:00+01:00,21.5,2019,9,10,14,autumn
6030,2019-09-10 15:00:00+01:00,21.0,2019,9,10,15,autumn
6031,2019-09-10 16:00:00+01:00,14.5,2019,9,10,16,autumn
6032,2019-09-10 17:00:00+01:00,21.5,2019,9,10,17,autumn
6033,2019-09-10 18:00:00+01:00,40.5,2019,9,10,18,autumn
6034,2019-09-10 19:00:00+01:00,41.5,2019,9,10,19,autumn
6035,2019-09-10 20:00:00+01:00,46.5,2019,9,10,20,autumn
6036,2019-09-10 21:00:00+01:00,34.0,2019,9,10,21,autumn
6037,2019-09-10 22:00:00+01:00,42.5,2019,9,10,22,autumn
6038,2019-09-10 23:00:00+01:00,50.0,2019,9,10,23,autumn
6039,2019-09-11 00:00:00+01:00,48.5,2019,9,11,0,autumn
6040,2019-09-11 01:00:00+01:00,30.5,2019,9,11,1,autumn
6041,2019-09-11 02:00:00+01:00,22.5,2019,9,11,2,autumn
6042,2019-09-11 03:00:00+01:00,33.5,2019,9,11,3,autumn
6043,2019-09-11 04:00:00+01:00,33.0,2019,9,11,4,autumn
6044,2019-09-11 05:00:00+01:00,25.5,2019,9,11,5,autumn
6045,2019-09-11 06:00:00+01:00,50.5,2019,9,11,6,autumn
6046,2019-09-11 07:00:00+01:00,64.5,2019,9,11,7,autumn
6047,2019-09-11 08:00:00+01:00,57.0,2019,9,11,8,autumn
6048,2019-09-11 09:00:00+01:00,41.0,2019,9,11,9,autumn
6049,2019-09-11 10:00:00+01:00,38.5,2019,9,11,10,autumn
6050,2019-09-11 11:00:00+01:00,34.5,2019,9,11,11,autumn
6051,2019-09-11 12:00:00+01:00,25.5,2019,9,11,12,autumn
6052,2019-09-11 13:00:00+01:00,20.0,2019,9,11,13,autumn
6053,2019-09-11 14:00:00+01:00,16.0,2019,9,11,14,autumn
6054,2019-09-11 15:00:00+01:00,17.5,2019,9,11,15,autumn
6055,2019-09-11 16:00:00+01:00,17.5,2019,9,11,16,autumn
6056,2019-09-11 17:00:00+01:00,19.5,2019,9,11,17,autumn
6057,2019-09-11 18:00:00+01:00,22.5,2019,9,11,18,autumn
6058,2019-09-11 19:00:00+01:00,23.5,2019,9,11,19,autumn
6059,2019-09-11 20:00:00+01:00,20.5,2019,9,11,20,autumn
6060,2019-09-11 21:00:00+01:00,18.5,2019,9,11,21,autumn
6061,2019-09-11 22:00:00+01:00,14.5,2019,9,11,22,autumn
6062,2019-09-11 23:00:00+01:00,10.5,2019,9,11,23,autumn
6063,2019-09-12 00:00:00+01:00,9.5,2019,9,12,0,autumn
6064,2019-09-12 01:00:00+01:00,8.0,2019,9,12,1,autumn
6065,2019-09-12 02:00:00+01:00,8.5,2019,9,12,2,autumn
6066,2019-09-12 03:00:00+01:00,9.0,2019,9,12,3,autumn
6067,2019-09-12 04:00:00+01:00,10.5,2019,9,12,4,autumn
6068,2019-09-12 05:00:00+01:00,14.0,2019,9,12,5,autumn
6069,2019-09-12 06:00:00+01:00,22.0,2019,9,12,6,autumn
6070,2019-09-12 07:00:00+01:00,31.5,2019,9,12,7,autumn
6071,2019-09-12 08:00:00+01:00,35.5,2019,9,12,8,autumn
6072,2019-09-12 09:00:00+01:00,22.0,2019,9,12,9,autumn
6073,2019-09-12 10:00:00+01:00,15.0,2019,9,12,10,autumn
6074,2019-09-12 11:00:00+01:00,16.0,2019,9,12,11,autumn
6075,2019-09-12 12:00:00+01:00,11.5,2019,9,12,12,autumn
6076,2019-09-12 13:00:00+01:00,12.5,2019,9,12,13,autumn
6077,2019-09-12 14:00:00+01:00,14.0,2019,9,12,14,autumn
6078,2019-09-12 15:00:00+01:00,18.0,2019,9,12,15,autumn
6079,2019-09-12 16:00:00+01:00,17.5,2019,9,12,16,autumn
6080,2019-09-12 17:00:00+01:00,20.0,2019,9,12,17,autumn
6081,2019-09-12 18:00:00+01:00,16.5,2019,9,12,18,autumn
6082,2019-09-12 19:00:00+01:00,18.5,2019,9,12,19,autumn
6083,2019-09-12 20:00:00+01:00,20.5,2019,9,12,20,autumn
6084,2019-09-12 21:00:00+01:00,16.5,2019,9,12,21,autumn
6085,2019-09-12 22:00:00+01:00,13.5,2019,9,12,22,autumn
6086,2019-09-12 23:00:00+01:00,7.5,2019,9,12,23,autumn
6087,2019-09-13 00:00:00+01:00,8.5,2019,9,13,0,autumn
6088,2019-09-13 01:00:00+01:00,6.5,2019,9,13,1,autumn
6089,2019-09-13 02:00:00+01:00,5.5,2019,9,13,2,autumn
6090,2019-09-13 03:00:00+01:00,5.5,2019,9,13,3,autumn
6091,2019-09-13 04:00:00+01:00,9.0,2019,9,13,4,autumn
6092,2019-09-13 05:00:00+01:00,13.5,2019,9,13,5,autumn
6093,2019-09-13 06:00:00+01:00,18.5,2019,9,13,6,autumn
6094,2019-09-13 07:00:00+01:00,26.5,2019,9,13,7,autumn
6095,2019-09-13 08:00:00+01:00,27.0,2019,9,13,8,autumn
6096,2019-09-13 09:00:00+01:00,25.0,2019,9,13,9,autumn
6097,2019-09-13 10:00:00+01:00,23.5,2019,9,13,10,autumn
6098,2019-09-13 11:00:00+01:00,19.5,2019,9,13,11,autumn
6099,2019-09-13 12:00:00+01:00,17.0,2019,9,13,12,autumn
6100,2019-09-13 13:00:00+01:00,16.0,2019,9,13,13,autumn
6101,2019-09-13 14:00:00+01:00,20.5,2019,9,13,14,autumn
6102,2019-09-13 15:00:00+01:00,26.5,2019,9,13,15,autumn
6103,2019-09-13 16:00:00+01:00,23.5,2019,9,13,16,autumn
6104,2019-09-13 17:00:00+01:00,28.5,2019,9,13,17,autumn
6105,2019-09-13 18:00:00+01:00,30.0,2019,9,13,18,autumn
6106,2019-09-13 19:00:00+01:00,33.5,2019,9,13,19,autumn
6107,2019-09-13 20:00:00+01:00,31.0,2019,9,13,20,autumn
6108,2019-09-13 21:00:00+01:00,31.0,2019,9,13,21,autumn
6109,2019-09-13 22:00:00+01:00,39.0,2019,9,13,22,autumn
6110,2019-09-13 23:00:00+01:00,34.0,2019,9,13,23,autumn
6111,2019-09-14 00:00:00+01:00,29.0,2019,9,14,0,autumn
6112,2019-09-14 01:00:00+01:00,26.5,2019,9,14,1,autumn
6113,2019-09-14 02:00:00+01:00,24.5,2019,9,14,2,autumn
6114,2019-09-14 03:00:00+01:00,26.0,2019,9,14,3,autumn
6115,2019-09-14 04:00:00+01:00,25.0,2019,9,14,4,autumn
6116,2019-09-14 05:00:00+01:00,29.0,2019,9,14,5,autumn
6117,2019-09-14 06:00:00+01:00,35.0,2019,9,14,6,autumn
6118,2019-09-14 07:00:00+01:00,39.0,2019,9,14,7,autumn
6119,2019-09-14 08:00:00+01:00,38.5,2019,9,14,8,autumn
6120,2019-09-14 09:00:00+01:00,37.5,2019,9,14,9,autumn
6121,2019-09-14 10:00:00+01:00,31.0,2019,9,14,10,autumn
6122,2019-09-14 11:00:00+01:00,29.5,2019,9,14,11,autumn
6123,2019-09-14 12:00:00+01:00,23.5,2019,9,14,12,autumn
6124,2019-09-14 13:00:00+01:00,21.5,2019,9,14,13,autumn
6125,2019-09-14 14:00:00+01:00,19.5,2019,9,14,14,autumn
6126,2019-09-14 15:00:00+01:00,28.0,2019,9,14,15,autumn
6127,2019-09-14 16:00:00+01:00,22.5,2019,9,14,16,autumn
6128,2019-09-14 17:00:00+01:00,26.0,2019,9,14,17,autumn
6129,2019-09-14 18:00:00+01:00,35.0,2019,9,14,18,autumn
6130,2019-09-14 19:00:00+01:00,44.5,2019,9,14,19,autumn
6131,2019-09-14 20:00:00+01:00,71.0,2019,9,14,20,autumn
6132,2019-09-14 21:00:00+01:00,80.5,2019,9,14,21,autumn
6133,2019-09-14 22:00:00+01:00,91.5,2019,9,14,22,autumn
6134,2019-09-14 23:00:00+01:00,82.0,2019,9,14,23,autumn
6135,2019-09-15 00:00:00+01:00,57.0,2019,9,15,0,autumn
6136,2019-09-15 01:00:00+01:00,71.5,2019,9,15,1,autumn
6137,2019-09-15 02:00:00+01:00,68.5,2019,9,15,2,autumn
6138,2019-09-15 03:00:00+01:00,52.5,2019,9,15,3,autumn
6139,2019-09-15 04:00:00+01:00,51.0,2019,9,15,4,autumn
6140,2019-09-15 05:00:00+01:00,45.5,2019,9,15,5,autumn
6141,2019-09-15 06:00:00+01:00,45.5,2019,9,15,6,autumn
6142,2019-09-15 07:00:00+01:00,40.0,2019,9,15,7,autumn
6143,2019-09-15 08:00:00+01:00,35.0,2019,9,15,8,autumn
6144,2019-09-15 09:00:00+01:00,32.0,2019,9,15,9,autumn
6145,2019-09-15 10:00:00+01:00,29.5,2019,9,15,10,autumn
6146,2019-09-15 11:00:00+01:00,18.0,2019,9,15,11,autumn
6147,2019-09-15 12:00:00+01:00,19.0,2019,9,15,12,autumn
6148,2019-09-15 13:00:00+01:00,12.0,2019,9,15,13,autumn
6149,2019-09-15 14:00:00+01:00,10.5,2019,9,15,14,autumn
6150,2019-09-15 15:00:00+01:00,12.5,2019,9,15,15,autumn
6151,2019-09-15 16:00:00+01:00,15.5,2019,9,15,16,autumn
6152,2019-09-15 17:00:00+01:00,17.5,2019,9,15,17,autumn
6153,2019-09-15 18:00:00+01:00,22.0,2019,9,15,18,autumn
6154,2019-09-15 19:00:00+01:00,44.0,2019,9,15,19,autumn
6155,2019-09-15 20:00:00+01:00,43.5,2019,9,15,20,autumn
6156,2019-09-15 21:00:00+01:00,36.5,2019,9,15,21,autumn
6157,2019-09-15 22:00:00+01:00,45.0,2019,9,15,22,autumn
6158,2019-09-15 23:00:00+01:00,48.0,2019,9,15,23,autumn
6159,2019-09-16 00:00:00+01:00,52.5,2019,9,16,0,autumn
6160,2019-09-16 01:00:00+01:00,55.5,2019,9,16,1,autumn
6161,2019-09-16 02:00:00+01:00,45.0,2019,9,16,2,autumn
6162,2019-09-16 03:00:00+01:00,29.0,2019,9,16,3,autumn
6163,2019-09-16 04:00:00+01:00,30.0,2019,9,16,4,autumn
6164,2019-09-16 05:00:00+01:00,42.0,2019,9,16,5,autumn
6165,2019-09-16 06:00:00+01:00,46.0,2019,9,16,6,autumn
6166,2019-09-16 07:00:00+01:00,55.5,2019,9,16,7,autumn
6167,2019-09-16 08:00:00+01:00,60.5,2019,9,16,8,autumn
6168,2019-09-16 09:00:00+01:00,57.0,2019,9,16,9,autumn
6169,2019-09-16 10:00:00+01:00,43.0,2019,9,16,10,autumn
6170,2019-09-16 11:00:00+01:00,35.0,2019,9,16,11,autumn
6171,2019-09-16 12:00:00+01:00,31.0,2019,9,16,12,autumn
6172,2019-09-16 13:00:00+01:00,28.0,2019,9,16,13,autumn
6173,2019-09-16 14:00:00+01:00,28.5,2019,9,16,14,autumn
6174,2019-09-16 15:00:00+01:00,34.5,2019,9,16,15,autumn
6175,2019-09-16 16:00:00+01:00,37.0,2019,9,16,16,autumn
6176,2019-09-16 17:00:00+01:00,33.5,2019,9,16,17,autumn
6177,2019-09-16 18:00:00+01:00,45.0,2019,9,16,18,autumn
6178,2019-09-16 19:00:00+01:00,50.0,2019,9,16,19,autumn
6179,2019-09-16 20:00:00+01:00,47.0,2019,9,16,20,autumn
6180,2019-09-16 21:00:00+01:00,38.5,2019,9,16,21,autumn
6181,2019-09-16 22:00:00+01:00,39.5,2019,9,16,22,autumn
6182,2019-09-16 23:00:00+01:00,52.0,2019,9,16,23,autumn
6183,2019-09-17 00:00:00+01:00,36.5,2019,9,17,0,autumn
6184,2019-09-17 01:00:00+01:00,32.5,2019,9,17,1,autumn
6185,2019-09-17 02:00:00+01:00,25.5,2019,9,17,2,autumn
6186,2019-09-17 03:00:00+01:00,20.5,2019,9,17,3,autumn
